,customerid,systemloanid,loannumber,loanamount,totaldue,termdays,approveddate,creationdate,closeddate,firstduedate,firstrepaiddate
0,8a1088a0484472eb01484669e3ce4e0b,301999397,-0.8694597544695903,-0.7271659318420148,-0.8177443630660051,-1.2389806375046895,1501173848.0,1501170240.0,1500918643.0,1500325200.0,1500918034.0
1,8a1a1e7e4f707f8b014f797718316cad,301997672,-0.04858579524651383,1.132723343146597,1.4843144442014407,2.6708045450843123,1501088514.0,1501084906.0,1483419431.5,1483239600.0,1483273178.75
2,8a1a32fc49b632520149c3b8fdf85139,301976551,0.7722881639765626,0.20277870565229117,0.2705016185513329,0.06428109002497771,1499962935.0,1499959325.0,1489505932.142857,1489488171.4285715,1489499114.7142856
3,8a1eb5ba49a682300149c3c068b806c7,301975382,1.0459128170509215,1.132723343146597,1.4843144442014407,2.6708045450843123,1499895243.0,1499891634.0,1489261313.125,1489352400.0,1489134519.875
4,8a1edbf14734127f0147356fdb1b1eb2,301979352,-0.5958351013952315,-0.7271659318420148,-0.8177443630660051,-1.2389806375046895,1500123724.0,1500120116.0,1497430925.0,1497733200.0,1497430315.5
5,8a26bd845089f1d7015090b1d6f53bad,301997559,1.3195374701252804,0.20277870565229117,0.2705016185513329,0.06428109002497771,1501084170.0,1501080563.0,1483205968.1111112,1482891600.0,1483199829.7777777
6,8a2a81a74ce8c05d014cfb32a0da1049,301994762,1.866786776273998,1.132723343146597,1.1076139121031314,0.06428109002497771,1500960176.0,1500956567.0,1485963097.8181818,1485974945.4545455,1485941790.1818182
7,8a2ac4745091002b0150a144bcbe58b7,302003167,0.7722881639765626,2.062667980640903,2.2377155083980593,2.6708045450843123,1501395921.0,1501392250.0,1485469280.7142856,1484711485.7142856,1484533298.857143
8,8a2ad9ce4c453e06014c4b3175e52407,301979367,-0.5958351013952315,0.20277870565229117,0.2705016185513329,0.06428109002497771,1500124778.0,1500121171.0,1500035529.0,1500238800.0,1500034920.0
9,8a33a06e4a5075c2014a5295aa0c2224,301984436,1.0459128170509215,0.20277870565229117,0.2705016185513329,0.06428109002497771,1500392657.0,1500389051.0,1492103523.0,1492117200.0,1492102688.25
10,8a3442825124396701513514dad40fa7,301972246,1.3195374701252804,1.132723343146597,1.1076139121031314,0.06428109002497771,1499715652.0,1499712046.0,1492552754.3333333,1492654800.0,1492551565.5555556
11,8a390a2150ad97330150aebdd8ef7456,301979459,1.0459128170509215,1.132723343146597,0.9820470680703616,0.06428109002497771,1500129271.0,1500125665.0,1484978355.875,1484956800.0,1484970834.375
12,8a399f284741b63b0147496a04db1eb4,301999950,-0.3222104483208727,-0.7271659318420148,-0.6921775190332353,0.06428109002497771,1501216885.0,1501213280.0,1501091588.0,1499374800.0,1501090979.0
13,8a688b474ed5e088014ed8b6c50c5f51,301966919,-0.04858579524651383,1.132723343146597,1.1076139121031314,0.06428109002497771,1499354261.0,1499350653.0,1497561393.0,1498683600.0,1497560784.0
14,8a6a96044539adf801453c576ed213c4,301988019,2.9612853885714334,0.20277870565229117,-0.022487684191796545,-1.2389806375046895,1500561449.0,1500557835.0,1476440156.9333334,1477175760.0,1476432376.2666667
15,8a6b87fe4d56512d014d57af446e7ad0,301985761,-0.8694597544695903,-0.7271659318420148,-0.8177443630660051,-1.2389806375046895,1500462361.0,1500458754.0,1499864470.0,1500238800.0,1499863861.0
16,8a76e7d443e6e97c0143ed0a1f4d5331,301975908,0.225038857827845,-0.7271659318420148,-0.8177443630660051,0.06428109002497771,1499935507.0,1499931900.0,1472198091.5,1472547600.0,1472181331.5
17,8a76e7d443e6e97c0143ed0a33375981,302002146,-0.5958351013952315,1.132723343146597,1.4843144442014407,2.6708045450843123,1501321722.0,1501318115.0,1501265995.0,1499720400.0,1499418219.0
18,8a81890b51d31db90151d5fd989c1dbd,301967361,-0.8694597544695903,-0.7271659318420148,-0.6921775190332353,0.06428109002497771,1499395387.0,1499391780.0,1498764522.0,1496610000.0,1498763913.0
19,8a81894c529babae0152a10bafeb6895,301998111,0.225038857827845,2.062667980640903,2.2377155083980593,2.6708045450843123,1501119046.0,1501115437.0,1485808574.3333333,1485982800.0,1485806458.3333333
20,8a8189a552638e13015264cf62312966,301986005,-0.8694597544695903,-0.7271659318420148,-0.8177443630660051,-1.2389806375046895,1500470284.0,1500466614.0,1454965550.0,1456088400.0,1454910437.0
21,8a8189d152443f820152443f89500001,301959651,2.1404114293483567,0.20277870565229117,0.2705016185513329,0.06428109002497771,1498968748.0,1498965139.0,1478469579.9166667,1477364400.0,1478428788.4166667
22,8a85880353acff880153b23e3c742a08,301965489,1.866786776273998,2.062667980640903,1.9028705909773398,0.06428109002497771,1499274236.0,1499270628.0,1484451414.6363637,1484694654.5454545,1484447702.909091
23,8a85880353acff880153b3c9f0d641b0,301999806,2.9612853885714334,2.062667980640903,1.9028705909773398,0.06428109002497771,1501204697.0,1501201089.0,1482759023.6666667,1482739920.0,1482756287.8
24,8a85880353acff880153b4d53d6b45db,301960988,2.1404114293483567,0.6677510243994441,0.5216353066168724,0.06428109002497771,1499074549.0,1499070943.0,1478263157.9166667,1478098800.0,1478066204.0
25,8a85880353acff880153b4d9bf104630,301984590,2.6876607354970745,2.062667980640903,2.2377155083980593,2.6708045450843123,1500399603.0,1500395930.0,1482665875.5714285,1482588514.2857144,1482565700.2142856
26,8a85881053bc33670153c0ff6d6a38b9,301999933,1.5931621231996391,2.062667980640903,1.9028705909773398,0.06428109002497771,1501215973.0,1501212367.0,1486248260.9,1486458000.0,1486240699.0
27,8a85881053bc33670153c1f814696fb8,301995201,-0.5958351013952315,0.20277870565229117,0.2705016185513329,0.06428109002497771,1500975372.0,1500971703.0,1463562232.5,1462611600.0,1463205175.5
28,8a85881053bc33670153c5ffe58162b8,301965622,-0.5958351013952315,-0.7271659318420148,-0.6921775190332353,0.06428109002497771,1499280228.0,1499276623.0,1496346718.0,1496610000.0,1496345959.0
29,8a85881053bc33670153c65bdb937097,301987712,1.3195374701252804,-0.7271659318420148,-0.9014555924211849,-1.2389806375046895,1500551391.0,1500547784.0,1480702190.6666667,1481106000.0,1480693047.3333333
30,8a85881053bc33670153c762675d3e71,301992942,0.49866351090220384,1.132723343146597,1.1076139121031314,0.06428109002497771,1500878013.0,1500874397.0,1485628763.6666667,1486069200.0,1485616611.3333333
31,8a85881053bc33670153c7a4d2685aa0,302003037,0.7722881639765626,-0.7271659318420148,-0.8491360740741974,-1.2389806375046895,1501387472.0,1501383865.0,1470998043.142857,1471319485.7142856,1470886720.857143
32,8a85881053bc33670153c7b62bef61ca,301981830,1.866786776273998,1.132723343146597,1.1076139121031314,0.06428109002497771,1500285527.0,1500281920.0,1488284602.2727273,1488229200.0,1488278905.6363637
33,8a85881053bc33670153c842d8990da3,301969331,0.225038857827845,0.20277870565229117,0.2705016185513329,0.06428109002497771,1499514962.0,1499511355.0,1496899797.0,1497076560.0,1496899068.0
34,8a85881053bc33670153c9dc2e3a4393,301996417,1.3195374701252804,2.062667980640903,2.2377155083980593,2.6708045450843123,1501046840.0,1501043233.0,1481948529.2222223,1481432400.0,1481377595.4444444
35,8a85881053bc33670153cba1f98e6d19,301962251,0.49866351090220384,1.132723343146597,1.4843144442014407,2.6708045450843123,1499108862.0,1499105197.0,1478380137.3333333,1478365200.0,1477905644.0
36,8a85881053bc33670153cc5a32432a14,301976453,2.4140360824227156,1.132723343146597,1.2331807561359012,2.6708045450843123,1499957223.0,1499953550.0,1479021223.7692308,1478851476.9230769,1478581446.0769231
37,8a85881a5420ebf101543805f5fb4a09,301992076,2.4140360824227156,2.062667980640903,1.9028705909773398,0.06428109002497771,1500814626.0,1500811020.0,1481696742.2307692,1481822307.6923077,1481597852.0
38,8a8588235375c27f01537601102f108c,301982363,-0.5958351013952315,0.20277870565229117,0.08215135250217825,-1.2389806375046895,1500301079.0,1500297406.0,1461747810.0,1461358800.0,1461709369.0
39,8a8588235375c27f015376d27f982c9e,301998981,-0.3222104483208727,0.20277870565229117,0.2705016185513329,0.06428109002497771,1501159322.0,1501155652.0,1462309383.6666667,1461157200.0,1462116794.0
40,8a8588235375c27f01537f6d1ad53cff,301963538,1.3195374701252804,2.062667980640903,1.9028705909773398,0.06428109002497771,1499176464.0,1499172858.0,1485679732.4444444,1485838800.0,1485674319.0
41,8a8588235375c27f01537f79100c40c3,301979641,0.225038857827845,-0.7271659318420148,-0.6921775190332353,0.06428109002497771,1500138772.0,1500135164.0,1494918592.0,1494329040.0,1494855499.2
42,8a8588235375c27f01538446e3214790,301994155,2.4140360824227156,-0.26219361309486183,-0.3991882162901058,0.06428109002497771,1500915400.0,1500911740.0,1479090127.7692308,1479356584.6153846,1479083986.7692308
43,8a8588235384a58d01538abf515f2c2b,301974039,1.5931621231996391,1.132723343146597,1.1076139121031314,0.06428109002497771,1499831179.0,1499827572.0,1482586219.0,1482544080.0,1482577261.3
44,8a8588235384a58d01538b5b8d49372c,301992036,-0.5958351013952315,-0.7271659318420148,-0.6921775190332353,0.06428109002497771,1500812895.0,1500809287.0,1499241093.5,1500282000.0,1499240484.5
45,8a8588235384a58d01538faa46246121,301971279,1.0459128170509215,2.062667980640903,2.2377155083980593,2.6708045450843123,1499677475.0,1499673802.0,1485110804.5,1484654400.0,1484664176.375
46,8a85882653bc51f50153c1b4a0127f64,301993603,-0.5958351013952315,-0.7271659318420148,-0.6921775190332353,0.06428109002497771,1500897971.0,1500894356.0,1466146557.0,1464728400.0,1466124220.0
47,8a85882653bc51f50153c7a562dc099d,301997227,-0.5958351013952315,-0.7271659318420148,-0.6921775190332353,0.06428109002497771,1501072596.0,1501068988.0,1498862798.5,1497906000.0,1498862189.5
48,8a85882653bc51f50153cb3de65e73d0,301995815,1.866786776273998,1.132723343146597,1.1076139121031314,0.06428109002497771,1501005709.0,1500995939.0,1482576273.3636363,1482259745.4545455,1482491166.090909
49,8a85882653bc51f50153cc4e2899446b,301960882,0.49866351090220384,0.20277870565229117,0.2705016185513329,0.06428109002497771,1499070987.0,1499067378.0,1489623214.0,1489582800.0,1489614560.0
50,8a85882653d0bb500153d632dca50043,301958561,1.5931621231996391,2.062667980640903,2.2377155083980593,2.6708045450843123,1498878730.0,1498875124.0,1484480389.1,1484609040.0,1484475734.9
51,8a85882653e1a3e00153e1f8033b1233,301971439,0.49866351090220384,2.062667980640903,1.9028705909773398,0.06428109002497771,1499682069.0,1499678397.0,1485048546.3333333,1485090000.0,1485043986.3333333
52,8a85882653e2eb990153e6349161513e,301977281,0.49866351090220384,1.132723343146597,1.4843144442014407,2.6708045450843123,1500017316.0,1500013645.0,1482066128.1666667,1481014800.0,1481057689.8333333
53,8a85882653e2eb990153e7a9eda325a7,301996404,-0.04858579524651383,-0.7271659318420148,-0.8491360740741974,-1.2389806375046895,1501046503.0,1501042895.0,1493155730.25,1493607600.0,1493154896.25
54,8a85882653e2eb990153e7b4c52d2815,301989274,2.1404114293483567,2.062667980640903,1.9028705909773398,0.06428109002497771,1500632413.0,1500628805.0,1486975357.8333333,1487041200.0,1486974524.0
55,8a85882653e2eb990153ec156fa2537f,301965822,1.3195374701252804,0.20277870565229117,0.2705016185513329,0.06428109002497771,1499307914.0,1499304308.0,1476579824.8888888,1476066000.0,1476571807.5555556
